geoid,pop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06505E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06505E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06505E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06505E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06505E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06505E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06505E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06505E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06505E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06505E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06505E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06505E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06505E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06598E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06598E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06504E+13,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06503E+13,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
